"Samples","Number.of.outlier","Outlier.genes"
"TCGA.24.1563.01A.01R.0502.01",62,"MAP4K1, BCL7A, AIF1, HPSE, TCF7, APOL3, COL8A2, RNASE6, PLA2G7, ACP5, BANK1, MYB, GAL3ST4, RPL10L, CST7, SMPDL3B, HRH1, SAMSN1, ADAM28, ZNF165, PPFIBP1, PIK3IP1, PTGER2, LY86, MANEA, QPCT, RSAD2, TREM2, FZD3, NCF2, LTB, CD69, SPAG4, C3AR1, WNT7A, APOL6, IL1B, PPBP, C1orf54, IGKC, BIRC3, FCGR2B, SPOCK2, MS4A6A, PNOC, STXBP6, DUSP2, PTPRG, GSTT1, CRISP3, TNFAIP6, IFI44L, CCL20, CXCL10, TRIB2, SLC12A8, APOBEC3G, CCL4, CHI3L1, RGS1, EGR2, FOSB"
"TCGA.24.1564.01A.01R.0502.01",30,"REPS2, ST3GAL6, RNASE6, SLC15A3, CCL13, CCR7, TLR2, PLA2G7, STXBP6, SLAMF8, SAMSN1, FZD3, GAL3ST4, HIST1H2BG, CCL19, CCL18, APOBEC3G, C3AR1, CXCL10, NCF2, RGS1, PNOC, MS4A6A, IFI44L, HLA-DQA1, ADAMDEC1, MMP9, SLC12A8, CHI3L1, FCGR2B"
"TCGA.24.1565.01A.01R.0502.01",57,"NPL, ALOX5, CCR5, PLEKHF1, LTC4S, BANK1, HLA-DOB, PPFIBP1, SAMSN1, EPN2, CD40, LAMP3, RPL10L, LY86, DHX58, CCL23, CLEC10A, ADAMDEC1, CLEC4A, CCL13, SMPDL3B, PBXIP1, FZD3, VNN2, MAK, IL4R, CCL5, RSAD2, C1orf54, MS4A6A, BIRC3, ATHL1, APOL3, C3AR1, RNASE6, FCGR2B, VILL, APOL6, CYP27A1, RGS1, GAL3ST4, TCF7, CCL18, NCF2, ACP5, TREM2, VNN1, MMP9, MAP9, SKAP1, CXCL10, GSTT1, HLA-DQA1, APOBEC3G, MYB, IFI44L, CHI3L1"
"TCGA.24.1567.01A.01R.0538.01",27,"DACH1, MYB, CST7, SLCO5A1, C1orf54, WNT5B, ZFP36L2, TRIB2, LEF1, EGR2, TCF7, PLEKHF1, ST3GAL6, SMPDL3B, HIST1H2AE, SKAP1, GSTT1, CYP27A1, SLC12A8, RYR1, FZD3, GPC4, REPS2, QPCT, FZD2, PLA1A, STXBP6"
"TCGA.24.1603.01A.01R.0502.01",52,"LRMP, SELL, RRP9, LIME1, MS4A6A, DUSP2, SLC12A8, RGS1, CD40, IL1B, LEF1, ZFP36L2, GAL3ST4, PPFIBP1, C3AR1, RPL10L, PDK1, EGR2, MANEA, NCF2, LTC4S, GPR19, TCF7, STXBP6, C1orf54, APOL6, ST3GAL6, SMPDL3B, ACP5, SKAP1, CCL20, PLEKHF1, PIK3IP1, PTPRG, CA8, BST1, RSAD2, GPC4, LAMP3, QPCT, CCND2, CRISP3, FZD3, APOBEC3G, SPAG4, IFI44L, AQP9, HLA-DQA1, CXCL10, VNN1, PNOC, CHI3L1"
"TCGA.24.1604.01A.01R.0502.01",36,"CCR7, STXBP6, LTB, CCL19, MAP9, C3AR1, SLC15A3, LEF1, SPOCK2, PTGER2, HRH1, RPL10L, RNASE6, LTC4S, COL8A2, NCF2, ZNF165, BANK1, RGS1, SLC12A8, MS4A6A, AQP9, APOL6, PPFIBP1, MMP9, HIST1H2AE, CCL20, IGKC, CXCL11, LAMP3, RSAD2, PNOC, APOBEC3G, IFI44L, CXCL10, CHI3L1"
"TCGA.24.1614.01A.01R.0502.01",24,"PASK, LIME1, RYR1, MAK, MAP9, ZFP36L2, WNT5B, KLRF1, STXBP6, KIRREL, AQP9, SLC12A8, REPS2, SPOCK2, APOBEC3G, MYB, PPFIBP1, CYP27A1, PLEKHF1, SELL, MAP4K1, TCF7, PNOC, GPR19"
"TCGA.24.1616.01A.01R.0502.01",33,"CD22, KIRREL, PLEKHF1, PBXIP1, BRAF, ST6GALNAC4, SKAP1, CCL20, HIST1H2AE, UGT2B17, EMR3, TCF7, RPL10L, PTPRG, PPFIBP1, PNOC, HRH1, HAL, MANEA, AQP9, GPR19, STXBP6, DUSP2, REPS2, SLC12A8, APOBEC3G, ACP5, FZD3, SPAG4, PLA1A, CHI3L1, CXCL10, ST3GAL6"
"TCGA.24.1842.01A.01R.0582.01",34,"ADAMDEC1, IL2RB, HCK, ACP5, RNASE6, IRF8, CD38, LAMP3, NCF2, APOL6, RSAD2, MS4A6A, IL4R, PLEKHF1, MYB, TNFAIP6, MMP12, CCR7, SPOCK2, EBI3, APOBEC3G, HPSE, FCGR2B, CCL19, CXCL9, RGS1, IFI44L, PNOC, IGKC, MMP9, STXBP6, HLA-DQA1, CXCL10, CHI3L1"
"TCGA.24.1843.01A.01R.0582.01",37,"PNOC, TREM2, RSAD2, UGT2B17, TCF7, C3AR1, CCL18, RNASE6, MAGEA11, FZD2, C1orf54, MAP9, ADAMDEC1, IGHD, RGS1, TLR2, SPOCK2, NCF2, CCL20, SLC12A8, PLEKHF1, MYB, CCL5, MAP4K1, FZD3, APOBEC3G, HLA-DQA1, ST3GAL6, FCGR2B, LAMP3, IFI44L, RYR1, GSTT1, MMP9, LTB, CXCL10, IGKC"
"TCGA.24.1844.01A.01R.0582.01",33,"SLC12A8, GPR19, C1orf54, IFI44L, ATHL1, LTC4S, MAP9, RNASE6, PBXIP1, NIPSNAP3B, RYR1, MICAL3, HPSE, SPAG4, KIRREL, MMP9, EPN2, FZD2, HAL, CYP27A1, MS4A6A, SMPDL3B, TCF7, SPOCK2, APOBEC3G, PNOC, SKAP1, ADAMTS3, ST3GAL6, MYB, FZD3, STXBP6, CHI3L1"
"TCGA.24.1845.01A.01R.0582.01",38,"APOL6, CLEC7A, APOL3, HPSE, GAL3ST4, EBI3, FZD3, AQP9, CCR7, RNASE6, RGS1, CCL18, ACP5, CCL19, FCGR2B, LIME1, MICAL3, HLA-DOB, TCF7, HLA-DQA1, NCF2, RPL10L, APOBEC3G, SKAP1, BIRC3, ATHL1, HIST1H2AE, CXCL11, STXBP6, MYB, MMP9, RSAD2, LAMP3, GSTT1, PNOC, IFI44L, CXCL10, CHI3L1"
"TCGA.24.1846.01A.01R.0582.01",37,"SAMSN1, C1orf54, PLEKHF1, CCR7, PLA2G7, MS4A6A, RSAD2, EBI3, C5AR1, CCL4, CCL18, IGKC, PPFIBP1, STXBP6, NOD2, ADAM28, GSTT1, FCGR2B, HPSE, CCL19, APOL6, LTB, SLC12A8, CXCL11, NCF2, CD69, TRIB2, HLA-DOB, IFI44L, MMP9, RGS1, MYB, APOBEC3G, CCL20, BIRC3, CHI3L1, CXCL10"
"TCGA.24.1847.01A.01R.0564.01",37,"GZMK, GZMA, RGS1, CD38, LY86, C3AR1, LAMP3, CXCL13, SPAG4, CCR5, TRIB2, C1orf54, PLEKHF1, TNFAIP6, FZD3, EBI3, GPC4, CCR7, CD2, APOL6, CCL19, CXCL11, GSTT1, STXBP6, FCGR2B, RNASE6, BST1, HPSE, PNOC, MS4A6A, QPCT, CCL5, APOBEC3G, CHI3L1, IGKC, CXCL9, CXCL10"
"TCGA.24.1849.01A.01R.0582.01",25,"CCR5, CCR7, ACP5, EBI3, MARCO, SAMSN1, C1orf54, CCL19, C5AR1, NCF2, RGS1, IFI44L, CXCL9, C3AR1, MMP9, SPOCK2, CHI3L1, FCGR2B, RNASE6, SLC12A8, CXCL10, FOSB, PNOC, MS4A6A, IGKC"
"TCGA.24.1850.01A.01R.0582.01",42,"SPAG4, CXCL13, RYR1, AQP9, MANEA, GPR19, SAMSN1, LY86, CYP27A1, GAL3ST4, TRIB2, VILL, APOBEC3G, ST3GAL6, IFI44L, MAGEA11, GSTT1, PTPRG, RGS1, C3AR1, GPC4, MAP4K1, TNFAIP6, C1orf54, RNASE6, RSAD2, WNT7A, CHI3L1, HAL, DUSP2, FCGR2B, SLC12A8, MS4A6A, FZD2, IGKC, FZD3, CCL20, CXCL9, HLA-DQA1, CXCL10, STXBP6, MMP12"
"TCGA.24.1920.01A.01R.0653.01",56,"GAL3ST4, AQP9, CLIC2, CD69, PIK3IP1, PLEKHF1, CCR7, TLR2, SPOCK2, SMPDL3B, RPL10L, EBI3, LY86, ST6GALNAC4, COL8A2, CYP27A1, REPS2, TREM1, ATHL1, ZNF165, FZD3, MYB, TRIB2, CCL19, DUSP2, PPFIBP1, SAMSN1, TCF7, AIF1, FCGR2B, FZD2, SPAG4, BRAF, C1orf54, RSAD2, ST3GAL6, C3AR1, GPC4, DACH1, ADAM28, CXCL9, SLC12A8, RNASE6, MS4A6A, APOBEC3G, APOL6, RGS1, CD22, PTPRG, LAMP3, IGKC, MAGEA11, IFI44L, CHI3L1, STXBP6, CXCL10"
"TCGA.24.1923.01A.01R.0653.01",14,"APOBEC3G, CXCL10, EGR2, GSTT1, PPFIBP1, ATHL1, RGS1, SPOCK2, CD22, FOSB, PNOC, CCL20, CHI3L1, IFI44L"
"TCGA.24.1924.01A.01R.0653.01",60,"BST1, CD40, BRAF, AIM2, SLAMF1, CYP27B1, GAL3ST4, CDH12, MNDA, DUSP2, C5AR1, HIST1H2AE, GZMA, CD38, QPCT, SLC12A8, CCL4, APOL6, REPS2, AIF1, GPR65, NCF2, PLEKHF1, CLEC7A, CCL20, ST3GAL6, IL1B, TNFAIP6, SAMSN1, FZD3, HPSE, TREM2, CD69, CCR7, C3AR1, EBI3, LY86, C1orf54, FOSB, LAMP3, CXCL11, MYB, PNOC, CCL19, MAGEA11, CXCL9, CXCL13, RNASE6, APOBEC3G, FCGR2B, RSAD2, MS4A6A, STXBP6, IFI44L, RGS1, CHI3L1, HLA-DQA1, UGT2B17, CXCL10, IGKC"
"TCGA.24.1928.01A.01R.0653.01",29,"FZD2, EBI3, HLA-DQA1, PIK3IP1, PLEKHF1, CCR7, PTPRG, C1orf54, FCGR2B, LAMP3, SLC12A8, CCL19, RSAD2, RNASE6, FZD3, FOSB, CXCL13, IGKC, STXBP6, TRIB2, ATHL1, MS4A6A, CHI3L1, APOL6, RGS1, PNOC, CXCL10, IFI44L, EGR2"
"TCGA.24.1930.01A.01R.0653.01",61,"SMPDL3B, CCL13, RPL10L, HIST1H2BG, CD4, CYP27B1, SLAMF1, TCF7, GPC4, HLA-DQA1, SPOCK2, NPL, CD40, IL4R, CCR5, PLEKHF1, HPSE, TLR2, MYB, IL1B, CCL18, ST3GAL6, SLAMF8, NCF2, AIM2, GAL3ST4, AIF1, CLEC7A, SLC12A8, SKAP1, SAMSN1, STXBP6, TREM2, TRIB2, REPS2, APOL6, EBI3, CCR7, CXCL11, CXCL13, LY86, MMP9, CCL19, RSAD2, C1orf54, GSTT1, APOBEC3G, C3AR1, FCGR2B, IGHM, LAMP3, PNOC, RNASE6, ADAMDEC1, RGS1, MS4A6A, CXCL9, IFI44L, CXCL10, CHI3L1, IGKC"
"TCGA.24.2019.01A.02R.0668.01",55,"MICAL3, SKAP1, EPN2, MAP4K1, DAPK2, PTPRG, CD38, DUSP2, CDC25A, LTC4S, RRP9, PPFIBP1, SPOCK2, GAL3ST4, HIST1H2BG, VNN1, TCF7, IGHD, HIST1H2AE, RPL10L, RSAD2, ST3GAL6, CYP27A1, SLC12A8, RGS1, C3AR1, APOL6, CCL20, VILL, RNASE6, BCL7A, REPS2, C1orf54, GPC4, VNN2, FZD2, CREB5, SPAG4, MYB, ATHL1, MS4A6A, GSTT1, MAP9, IFI44L, CXCL9, DSC1, TRIB2, FZD3, APOBEC3G, STXBP6, HLA-DQA1, PLEKHF1, IGKC, CHI3L1, CXCL10"
"TCGA.24.2020.01A.01R.0653.01",22,"TCF7, RPL10L, EAF2, BCL7A, CD22, FZD3, PLA1A, ZFP36L2, PLEKHF1, MAP4K1, SPAG4, HOXA1, FZD2, GSTT1, VILL, HHEX, BFSP1, SLC12A8, MMP9, LAMP3, ATHL1, MEP1A"
"TCGA.24.2023.01A.01R.0653.01",27,"BST1, RSAD2, C3AR1, CCL19, MMP9, C1orf54, PLEKHF1, FCGR2B, IFI44L, RGS1, PTGER2, PNOC, REPS2, MS4A6A, PIK3IP1, ST3GAL6, LAMP3, CST7, GSTT1, TRIB2, CRTAM, STXBP6, CCL20, SKAP1, CXCL10, APOBEC3G, CHI3L1"
"TCGA.24.2024.01A.02R.0668.01",49,"CXCL13, KIRREL, PBXIP1, ICA1, SMPDL3B, BCL7A, RPL10L, FCGR2B, TCF7, HLA-DOB, MS4A6A, VNN1, LEF1, SPAG4, CXCL5, SKAP1, RGS1, C1orf54, APOL6, TNFAIP6, DUSP2, HRH1, SPOCK2, PPFIBP1, FZD2, FZD3, NCF2, STXBP6, ZFP36L2, PLEKHF1, SLC12A8, PTPRG, MAP9, EGR2, PIK3IP1, MMP9, CCL20, ST3GAL6, PLA2G7, WNT7A, REN, CXCL10, GSTT1, TRIB2, APOBEC3G, HLA-DQA1, IGKC, PNOC, CHI3L1"
"TCGA.24.2026.01A.01R.0653.01",16,"MYB, CCL19, MAGEA11, RSAD2, CXCL9, GSTT1, STXBP6, PNOC, CCL20, RGS1, HLA-DQA1, IFI44L, IGKC, CRISP3, CHI3L1, CXCL10"
"TCGA.24.2027.01A.01R.0653.01",32,"C1orf54, C11orf80, IFI44L, SKAP1, WNT7A, SMPDL3B, PLEKHF1, TCF7, REPS2, MAP4K1, FZD2, LAMP3, FZD3, DPP4, KIRREL, SPAG4, CXCL10, SLC12A8, GPR19, SLC15A3, PPFIBP1, IRF8, HIST1H2BG, TRIB2, APOBEC3G, MYB, RYR1, HIST1H2AE, PNOC, DACH1, CHI3L1, STXBP6"
"TCGA.24.2029.01A.01R.0653.01",34,"CXCL13, GAL3ST4, CD38, PLEKHF1, TREM2, EBI3, FZD2, TREM1, SPOCK2, C3AR1, CST7, CCR7, NCF2, LY86, STXBP6, CCL19, GSTT1, APOBEC3G, SPAG4, TRIB2, C1orf54, CCL20, SLC12A8, QPCT, RSAD2, MMP12, FCGR2B, IFI44L, PLA1A, MS4A6A, RGS1, IGKC, CXCL10, CHI3L1"
"TCGA.24.2030.01A.01R.0668.01",25,"RGS1, IFI44L, MS4A6A, ATHL1, DEPDC5, TCF7, HIST1H2BG, PTPRG, BANK1, C1orf54, REN, FZD2, CHI3L1, FZD3, CXCL10, BRAF, SMPDL3B, SLC12A8, CR2, IGKC, EGR2, HIST1H2AE, CAMP, STXBP6, SPAG4"
"TCGA.24.2033.01A.01R.0668.01",51,"MAP4K1, LY86, AIF1, TXK, RYR1, CYP27A1, PLEKHF1, BRAF, PDK1, EGR2, TCF7, ZFP36L2, RNASE6, GAL3ST4, MMP9, SMPDL3B, FZD2, GPR19, TREM1, MAP9, LIME1, DUSP2, CA8, FZD3, PPFIBP1, DACH1, LEF1, COL8A2, RPL10L, C3AR1, FOSB, CD33, C1orf54, TREM2, LTC4S, CD22, ATHL1, CXCL10, MS4A6A, FCGR2B, MAGEA11, SPOCK2, SPAG4, RGS1, GPC4, AQP9, SLC12A8, HLA-DQA1, CCND2, CHI3L1, PNOC"
"TCGA.24.2035.01A.01R.0668.01",42,"MAP9, CCND2, S100A12, APOL3, APOL6, CLIC2, MMP9, CXCL13, PIK3IP1, CCR7, NCF2, CXCL11, EBI3, ADAMTS3, HPSE, MARCO, CD69, IFI44L, DACH1, CHI3L1, GSTT1, C3AR1, EGR2, PTPRG, C5AR1, APOBEC3G, RNASE6, C1orf54, CPA3, CXCL9, SLC12A8, SPOCK2, GPC4, RGS1, HLA-DQA1, MS4A6A, FCGR2B, IGKC, FOSB, PNOC, CCL18, CXCL10"
"TCGA.24.2036.01A.01R.0668.01",41,"HLA-DQA1, SPOCK2, LIME1, GAL3ST4, RYR1, HIST1H2AE, VILL, PBXIP1, REPS2, ST3GAL6, BCL7A, ST6GALNAC4, IL4R, FZD2, HIST1H2BG, ZNF135, PASK, CYP27A1, LEF1, LRMP, IFI44L, PPFIBP1, LTC4S, ATHL1, FZD3, GPR19, COL8A2, ZNF324, MYB, MICAL3, TCF7, TRIB2, APOBEC3G, STXBP6, ADAMTS3, MAK, PNOC, MAP9, SKAP1, C1orf54, CHI3L1"
"TCGA.24.2038.01A.01R.0668.01",46,"ZFP36L2, FZD3, DACH1, CXCL3, BCL7A, MS4A6A, RRP9, KIRREL, LY86, MAP9, IFI44L, ST3GAL6, MMP9, FZD2, C3AR1, LEF1, PPFIBP1, TCF7, CYP27A1, RPL10L, C1orf54, PIK3IP1, BANK1, BIRC3, SLC12A8, CD22, SKAP1, COL8A2, GSTT1, APOBEC3G, ADAM28, VILL, DUSP2, PLA2G7, HRH1, LTC4S, HLA-DQA1, VNN1, TRIB2, PLA1A, SPOCK2, AQP9, CHI3L1, PNOC, FOSB, CRISP3"
"TCGA.24.2254.01A.01R.0668.01",29,"LEF1, TREM2, GAL3ST4, C3AR1, PPFIBP1, DUSP2, CCL20, MAK, REPS2, PRG2, IFI44L, RNASE6, CPA3, TREM1, ST3GAL6, MS4A6A, NCF2, PTPRG, HRH1, TRIB2, CHI3L1, IL1B, APOBEC3G, FOSB, CRTAM, RGS1, STXBP6, FCGR2B, HLA-DQA1"
"TCGA.24.2260.01A.01R.0668.01",37,"VILL, KIRREL, MYB, CXCL13, P2RX5, C1orf54, PBXIP1, SKAP1, IL4R, KIAA0754, NCF2, SPOCK2, FOSB, PTPRG, FZD2, SMPDL3B, MAP9, ADAM28, REPS2, RGS1, SLC2A6, ST3GAL6, LEF1, CDH12, TCF7, RYR1, CXCL10, PPFIBP1, MAP4K1, MMP9, FZD3, GSTT1, IGKC, ATHL1, SLC12A8, CXCL9, CHI3L1"
"TCGA.24.2261.01A.01R.0668.01",30,"GAL3ST4, HPSE, RSAD2, CXCL11, CD38, ZFP36L2, RGS1, APOL6, C1orf54, TNFAIP6, CCR7, C3AR1, EBI3, SLC12A8, CXCL13, MYB, RYR1, CCL19, RNASE6, GSTT1, FCGR2B, APOBEC3G, IFI44L, MS4A6A, MAP4K1, CXCL9, IGKC, CHI3L1, HLA-DQA1, CXCL10"
"TCGA.24.2262.01A.01R.0709.01",44,"PDK1, PPFIBP1, SLC15A3, TLR2, SMPDL3B, TNFAIP6, ADAMDEC1, FCGR2B, NCF2, REPS2, IFI44L, ATHL1, CD38, MAP9, CCR7, EBI3, TRAF4, C11orf80, SPOCK2, HIST1H2BG, APOBEC3G, BIRC3, HSPA6, MS4A6A, BST1, ALOX5, DAPK2, LAMP3, C1orf54, PLEKHF1, FZD3, CXCL9, RGS1, SPAG4, HLA-DQA1, MMP12, MMP9, CHI3L2, QPCT, CCL20, CXCL10, CAMP, IGKC, CHI3L1"
"TCGA.24.2267.01A.01R.0709.01",29,"PLA2G7, MMP9, BCL2A1, CD27, CCL18, TNFAIP6, CCR7, EBI3, RSAD2, RNASE6, CXCL13, ACP5, STXBP6, CCL19, CD38, NCF2, MS4A6A, APOBEC3G, FCGR2B, RGS1, IGHD, PNOC, HLA-DQA1, IFI44L, CXCL11, CXCL9, CXCL10, CHI3L1, IGKC"
"TCGA.24.2271.01A.01R.0709.01",30,"C1orf54, BST1, PLEKHF1, HPSE, EBI3, CCR7, TNFSF14, IGHD, CD38, ZFP36L2, CXCL13, CXCL9, LAMP3, APOBEC3G, SLC12A8, TRIB2, HIST1H2AE, CXCL10, HIST1H2BG, FZD3, EGR2, RGS1, HLA-DQA1, IFI44L, SPOCK2, AQP9, PNOC, FOSB, CHI3L1, IGKC"
"TCGA.24.2280.01A.01R.0709.01",28,"COL8A2, GPR1, CYP27A1, ZNF165, AQP9, C3AR1, MAP9, SPOCK2, DACH1, PLA2G7, PPBP, IFI44L, MARCO, FZD2, TRIB2, MS4A6A, PPFIBP1, C1orf54, TNFAIP6, EGR2, GPC4, KIRREL, SLC12A8, CHI3L1, CCND2, PNOC, FOSB, IGKC"
"TCGA.24.2281.01A.01R.0709.01",48,"REPS2, HLA-DQA1, GPC4, APOL6, FZD2, ACP5, CD2, MAP9, KIAA0754, FOSB, TREM1, PPFIBP1, HIST1H2AE, NCF2, IFI44L, RGS1, KIRREL, CCR7, SLAMF8, C1orf54, EBI3, SLC12A8, FZD3, C3AR1, MYB, MARCO, TRIB2, CCL19, CXCL13, CCL18, PTPRG, PNOC, CCL5, LTB, IGKC, HIST1H2BG, SPOCK2, ADAMDEC1, FCGR2B, MAGEA11, APOBEC3G, MMP12, MMP9, CHI3L1, PDK1, STXBP6, CXCL10, CXCL9"
"TCGA.24.2288.01A.01R.0709.01",40,"CCL20, LY86, CXCL13, C11orf80, CCR5, HIST1H2AE, KIRREL, EBI3, GPR19, CXCL11, C1orf54, HRH1, CD38, CCR7, APOL6, RNASE6, C3AR1, HIST1H2BG, MICAL3, FCGR2B, SLC12A8, APOBEC3G, IGHD, RSAD2, MS4A6A, TSHR, RGS1, SPOCK2, PPFIBP1, GPC4, LAMP3, CXCL9, IGHM, PNOC, HLA-DQA1, IFI44L, CXCL10, CHI3L1, STXBP6, IGKC"
"TCGA.24.2289.01A.01R.0709.01",89,"EPN2, HNMT, IGSF6, APOL3, IGKC, CCL18, RRP9, ATHL1, CD4, NR4A3, MANEA, PLEKHF1, IRF8, PIK3IP1, TREM1, BIRC3, BCL7A, GPR1, CD86, SPAG4, BST1, NCF2, CST7, RYR1, LEF1, HPSE, REPS2, DACH1, SMPDL3B, ZFP36L2, QPCT, C5AR1, FZD2, SIGLEC1, AIF1, COL8A2, APOL6, TCF7, TLR7, ST3GAL6, GPR65, IL4R, WNT7A, HIST1H2BG, BRAF, HRH1, CA8, CCL20, KIRREL, CCR5, SLC12A1, GAL3ST4, ADAM28, C1orf54, TLR2, PNOC, PPFIBP1, CLEC7A, MNDA, TRIB2, TREM2, SAMSN1, FZD3, SPOCK2, TNFAIP6, GPC4, STXBP6, HIST1H2AE, APOBEC3G, LY86, MAP9, FCGR2B, HOXA1, DUSP2, IL1B, C3AR1, CCL4, CD69, PTPRG, RNASE6, MS4A6A, RSAD2, CHI3L1, SLC12A8, EGR2, FOSB, CXCL10, RGS1, IFI44L"
"TCGA.24.2290.01A.01R.0709.01",54,"ICA1, IGKC, TRAF4, COL8A2, APOL3, SLC15A3, BIRC3, ST6GALNAC4, SAMSN1, REPS2, GAL3ST4, CCL13, APOL6, FZD3, BCL7A, PLEKHF1, DUSP2, LY86, KIRREL, CCR7, PPFIBP1, TREM2, TLR2, C5AR1, ACP5, CA8, CCL18, C1orf54, ATHL1, IL1B, HIST1H2BG, GSTT1, MYB, SLC12A8, NCF2, C3AR1, RSAD2, HIST1H2AE, RNASE6, GPC4, CCL22, CXCL3, HLA-DQA1, APOBEC3G, PTPRG, MS4A6A, TRIB2, IFI44L, FCGR2B, CCL20, CXCL10, RGS1, CHI3L1, STXBP6"
"TCGA.24.2293.01A.01R.0709.01",23,"RSAD2, PPFIBP1, TRIB2, C1orf54, PTPRG, APOBEC3G, NCF2, STXBP6, CCR7, FZD2, C3AR1, CCL19, CXCL9, RNASE6, FCGR2B, CCL20, MS4A6A, IFI44L, CXCL10, IGKC, SLC12A8, RGS1, CHI3L1"
"TCGA.24.2295.01A.01R.0709.01",31,"PBXIP1, SLC15A3, DEPDC5, KIRREL, GSTT1, ZFP36L2, VILL, SPOCK2, FZD3, C1orf54, PIK3IP1, SLC12A8, GPC4, ATHL1, EGR2, ST3GAL6, STXBP6, MAP4K1, LAMP3, SMPDL3B, PNOC, PTPRG, RSAD2, SPAG4, HAL, APOL6, FZD2, RYR1, PPFIBP1, CHI3L1, IFI44L"
"TCGA.24.2297.01A.01R.0709.01",48,"APOL3, GPR1, HIST1H2AE, PLEKHG3, CRISP3, HIST1H2BG, PTPRG, RRP9, RPL10L, MICAL3, TRAF4, BRAF, ICA1, RGS1, PTGER2, RYR1, SPAG4, MAK, PPFIBP1, APOBEC3G, APOL6, C1orf54, SPOCK2, SLC12A8, CCL20, KIRREL, CR2, TRPM4, MAP9, DACH1, BANK1, ATHL1, CXCL11, SMPDL3B, FOSB, TCF7, TRIB2, GSTT1, GPC4, MYB, RSAD2, LAMP3, FZD3, STXBP6, CXCL10, CHI3L1, PNOC, IFI44L"
"TCGA.24.2298.01A.01R.0709.01",49,"RNASE6, BCL7A, GPC4, APOL6, REPS2, CA8, CCR7, PNOC, GPR1, APOL3, EBI3, DUSP2, PTPRG, ZFP36L2, TNFAIP6, CLEC7A, HLA-DQA1, TCF7, RYR1, CCL19, TRIB2, CST7, SKAP1, SMPDL3B, PTGER2, MICAL3, KIRREL, CXCL9, COL8A2, ATHL1, FZD3, ST3GAL6, PPFIBP1, APOBEC3G, LAMP3, PLEKHF1, SPOCK2, RGS1, EGR2, SLC12A8, HPSE, CXCL10, FOSB, RSAD2, STXBP6, GSTT1, IFI44L, QPCT, CHI3L1"
"TCGA.25.1312.01A.01R.0453.01",24,"PLEKHF1, FZD3, LAMP3, C3AR1, PPFIBP1, TREM2, CA8, HAL, APOBEC3G, MS4A6A, SMPDL3B, GSTT1, KLRF1, FCGR2B, RGS1, MAGEA11, HLA-DQA1, SLC12A8, DACH1, IFI44L, PNOC, TRAF4, CXCL10, CHI3L1"
"TCGA.25.1313.01A.01R.0453.01",55,"TRIB2, ZNF165, CA8, PBXIP1, CXCL9, CCL19, ATHL1, RPL10L, CCR5, TCF7, FZD3, SLC15A3, PLEKHF1, TLR2, GPR65, MYB, TLR7, PPFIBP1, PTGER2, PIK3IP1, GAL3ST4, HRH1, SLC12A8, CLEC7A, HIST1H2BG, AIF1, HIST1H2AE, C1orf54, APOL3, NCF2, BANK1, PNOC, BST1, ST3GAL6, STXBP6, LAMP3, GSTT1, SAMSN1, QPCT, APOL6, MMP9, LY86, CXCL11, CHI3L1, RGS1, C3AR1, TREM2, FCGR2B, RNASE6, RSAD2, MS4A6A, HPSE, APOBEC3G, IFI44L, CXCL10"
"TCGA.25.1314.01A.01R.0453.01",36,"CCL19, CD38, IGHD, C1orf54, RNASE6, IGHM, PLEKHF1, TCF7, APOL6, HPSE, GPC4, PLA2G7, PPFIBP1, ATHL1, HIST1H2BG, GSTT1, IGKC, C3AR1, SLC12A8, MS4A6A, LTC4S, APOBEC3G, PTPRG, STXBP6, HIST1H2AE, RPL10L, RSAD2, CCND2, CHI3L1, DPP4, SPOCK2, AQP9, LAMP3, CXCL10, PNOC, IFI44L"
"TCGA.25.1315.01A.01R.0453.01",35,"CDA, PNOC, LEF1, SKAP1, MYB, ZFP36L2, REPS2, HIST1H2AE, TCF7, CYP27A1, PDK1, FZD2, DACH1, RCAN3, SLC12A8, APOBEC3G, C1orf54, SMPDL3B, GPR19, CHST7, FZD3, CXCL10, QPCT, LAMP3, CA8, ACP5, CCND2, STXBP6, GPC4, RSAD2, UGT2B17, ST3GAL6, CHI3L1, SPAG4, IFI44L"
"TCGA.25.1316.01A.01R.0453.01",29,"CCL5, MAP9, BCL7A, IFI44L, CYP27A1, HIST1H2BG, HLA-DQA1, WNT5B, GSTT1, TCF7, FZD3, PTPRG, SLC12A8, REPS2, PTPRCAP, RPL10L, CCND2, CST7, COL8A2, C1orf54, HTR2B, CXCL10, STXBP6, CXCL9, APOBEC3G, FZD2, MMP12, DACH1, TRIB2"
"TCGA.25.1317.01A.01R.0453.01",42,"HIST1H2AE, ZNF135, TRPM4, GPR1, BCL7A, SMPDL3B, VILL, KIRREL, SPAG4, CD38, EGR2, C3AR1, REPS2, PBXIP1, WNT7A, IGHD, TCF7, CYP27A1, PPFIBP1, ZFP36L2, APOBEC3G, PTPRG, C1orf54, FRMD4A, RGS1, DACH1, SPOCK2, HHEX, IFI44L, FZD2, FOSB, STXBP6, TRIB2, HRH1, FZD3, CXCL10, DPP4, SLC12A8, CHI3L1, PNOC, CRISP3, IGKC"
